country,year,pisa_avg,education_spending_gdp,education_spending_totalexp,gdp_growth,gdp_per_capita,tertiary_attainment,rd_expenditure,gini,youth_unemployment,investment_rate,region,education_spending_lag3,gdp_growth_volatility,spending_group
Croatia,2023,473.7,5.3,11.524999999999999,3.8,78.0,38.8,1.37,29.7,18.9,24.7,CEE,5.7,4.430575583375142,High
Croatia,2024,473.7,5.0,11.225000000000001,3.8,78.0,39.4,1.35,29.8,16.8,25.2,CEE,5.4,2.0207259421636836,Mid
Cyprus,2014,,,,-1.8,80.0,54.0,0.51,34.8,36.0,13.3,Southern,,,
Cyprus,2015,437.7,5.6,7.45,3.4,81.0,54.7,0.48,33.6,32.8,12.8,Southern,,3.676955262170047,High
Cyprus,2016,437.7,5.5,7.925,6.6,86.0,56.2,0.52,32.1,29.1,18.0,Southern,,4.239496825489239,High
Cyprus,2017,437.7,5.2,7.800000000000001,5.8,88.0,57.0,0.54,30.8,24.7,20.8,Southern,,1.6653327995729053,High
Cyprus,2018,438.0,5.0,6.25,6.3,89.0,58.5,0.61,29.1,20.2,18.6,Southern,5.6,0.4041451884327338,Mid
Cyprus,2019,438.0,5.1,7.25,5.9,91.0,59.1,0.7,31.5,17.6,18.7,Southern,5.5,0.26457513110645325,Mid
Cyprus,2020,438.0,5.7,7.025,-3.2,89.0,57.4,0.83,29.3,17.6,20.8,Southern,5.2,5.373081052803875,High
Cyprus,2021,438.0,5.1,6.85,11.4,92.0,58.8,0.78,29.3,17.3,19.2,Southern,5.0,7.37360156233031,Mid
Cyprus,2022,403.3,4.8,7.2749999999999995,8.7,95.0,59.2,0.7,29.0,18.1,20.4,Southern,5.1,7.76809715009624,Mid
Cyprus,2023,403.3,4.9,6.75,3.6,97.0,61.6,0.66,29.3,16.6,22.0,Southern,5.7,3.961060464067671,Mid
Cyprus,2024,403.3,5.0,7.375,3.9,99.0,60.1,0.65,30.1,13.0,20.5,Southern,5.1,2.8618176042508368,Mid
Czechia,2014,,,,2.2,88.0,29.9,1.94,25.1,15.9,24.7,CEE,,,
Czechia,2015,490.7,4.2,11.649999999999999,5.0,89.0,31.0,1.91,25.0,12.6,25.7,CEE,,1.979898987322333,Low
Czechia,2016,490.7,3.7,11.600000000000001,2.6,89.0,32.6,1.65,25.1,10.5,24.3,CEE,,1.514375558880073,Low
Czechia,2017,490.7,3.8,11.85,5.2,92.0,33.8,1.75,24.5,7.9,23.7,CEE,,1.446835627614047,Low
Czechia,2018,495.3,4.3,12.325,2.8,93.0,33.3,1.88,24.0,6.7,24.8,CEE,4.2,1.446835627614047,Low
Czechia,2019,495.3,4.6,13.1,3.6,95.0,32.6,1.9,24.0,5.6,25.8,CEE,3.7,1.2220201853215575,Mid
Czechia,2020,495.3,4.7,12.525,-5.3,96.0,33.0,1.95,24.2,8.0,25.5,CEE,3.8,4.923751956926073,Mid
Czechia,2021,495.3,4.7,12.775,4.0,92.0,34.9,1.93,24.8,8.2,26.2,CEE,4.3,5.257692776621066,Mid
Czechia,2022,486.0,4.5,12.674999999999999,2.8,90.0,34.6,1.89,24.8,6.8,27.7,CEE,4.6,5.058655947976696,Low
Czechia,2023,486.0,4.5,12.4,0.0,91.0,33.7,1.82,24.4,8.3,27.9,CEE,4.7,2.052640575778755,Low
Czechia,2024,486.0,4.5,12.475,1.3,91.0,33.5,1.82,23.7,9.1,26.5,CEE,4.7,1.4011899704655826,Low
Denmark,2014,,,,1.3,128.0,41.6,2.92,27.7,14.2,19.3,Nordic,,,
Denmark,2015,504.3,7.0,8.025,2.1,127.0,43.0,3.06,27.4,12.2,19.8,Nordic,,0.565685424949238,High
Denmark,2016,504.3,6.8,8.1,3.1,126.0,44.6,3.1,27.7,12.2,21.0,Nordic,,0.9018499505645787,High
Denmark,2017,504.3,6.4,7.925,3.1,128.0,45.5,2.94,27.6,12.4,21.2,Nordic,,0.5773502691896251,High
Denmark,2018,501.0,6.4,7.875,1.9,127.0,45.8,2.98,27.8,10.5,21.8,Nordic,7.0,0.692820323027551,High
Denmark,2019,501.0,6.3,7.925,1.7,125.0,47.1,2.95,27.5,10.1,21.4,Nordic,6.8,0.7571877794400367,High
Denmark,2020,501.0,6.2,7.3,-1.8,132.0,47.1,2.97,27.3,11.7,22.2,Nordic,6.4,2.0808652046684815,High
Denmark,2021,501.0,5.9,7.325,6.5,133.0,49.1,2.76,27.0,10.8,23.2,Nordic,6.4,4.166933324800547,High
Denmark,2022,490.7,5.3,7.4,0.4,134.0,49.0,2.88,27.7,10.6,23.1,Nordic,6.3,4.300000000000001,High
Denmark,2023,490.7,5.6,7.35,0.6,126.0,49.0,3.07,28.2,11.5,23.5,Nordic,6.2,3.465544690232692,High
Denmark,2024,490.7,5.6,7.35,3.5,127.0,51.2,3.01,28.6,14.6,23.3,Nordic,5.9,1.7349351572897487,High
Estonia,2014,,,,3.3,78.0,40.6,1.41,35.6,14.9,25.3,CEE,,,
Estonia,2015,524.3,5.8,16.0,1.8,77.0,38.5,1.44,34.8,14.3,24.1,CEE,,1.060660171779821,High
Estonia,2016,524.3,5.5,15.85,3.1,78.0,39.1,1.22,32.7,14.0,23.9,CEE,,0.8144527815247076,High
Estonia,2017,524.3,5.6,15.575,5.6,80.0,40.9,1.25,31.6,12.1,25.4,CEE,,1.9313207915827961,High
Estonia,2018,525.3,6.1,16.625,3.7,82.0,41.1,1.38,30.6,12.0,26.6,CEE,5.8,1.3051181300301256,High
Estonia,2019,525.3,6.0,16.15,3.7,84.0,40.6,1.59,30.5,11.6,26.6,CEE,5.5,1.0969655114602883,High
Estonia,2020,525.3,6.3,15.825000000000001,-2.9,85.0,40.1,1.73,30.5,18.3,31.2,CEE,5.6,3.81051177665153,High
Estonia,2021,525.3,5.9,15.024999999999999,8.3,85.0,43.2,1.75,30.6,16.7,30.0,CEE,6.1,5.629683235612226,High
Estonia,2022,515.7,5.7,15.45,-1.2,83.0,43.9,1.77,31.9,18.6,25.2,CEE,6.0,6.035726965329032,High
Estonia,2023,515.7,6.3,15.75,-2.7,80.0,43.5,1.83,31.8,17.3,25.4,CEE,6.3,5.9651767227244274,High
Estonia,2024,515.7,6.3,15.674999999999999,-0.1,79.0,42.7,1.99,30.8,19.1,23.9,CEE,5.9,1.3051181300301313,High
Finland,2014,,,,-0.5,111.0,40.3,3.16,25.6,20.5,21.7,Nordic,,,
Finland,2015,522.7,6.4,11.35,0.5,109.0,40.2,2.89,25.2,22.5,21.4,Nordic,,0.7071067811865476,High
Finland,2016,522.7,6.2,11.275,2.6,109.0,40.7,2.75,25.4,20.5,23.1,Nordic,,1.5821925715074425,High
Finland,2017,522.7,5.8,10.9,3.3,110.0,40.3,2.75,25.3,20.0,23.7,Nordic,,1.4571661996262928,High
Finland,2018,516.3,5.8,10.65,1.2,109.0,40.3,2.78,25.9,17.3,24.6,Nordic,6.4,1.0692676621563626,High
Finland,2019,516.3,5.9,10.75,1.3,107.0,42.0,2.82,26.2,17.7,24.4,Nordic,6.2,1.1846237095944574,High
Finland,2020,516.3,6.1,10.600000000000001,-2.5,112.0,43.8,2.93,26.5,21.0,24.7,Nordic,5.8,2.1656407827707715,High
Finland,2021,516.3,5.9,10.475,2.7,109.0,40.1,3.01,25.7,17.1,24.4,Nordic,5.8,2.6907248094147422,High
Finland,2022,495.0,5.8,10.65,0.8,106.0,40.7,2.98,26.6,14.2,24.7,Nordic,5.9,2.6312227829154518,High
Finland,2023,495.0,6.1,9.675,-1.3,103.0,39.2,3.09,26.6,16.2,23.4,Nordic,6.1,2.0008331597945226,High
Finland,2024,495.0,6.3,9.65,0.4,102.0,39.1,3.22,26.1,18.8,22.1,Nordic,5.9,1.1150485789118487,High
France,2014,,,,1.0,108.0,44.3,2.22,29.2,25.7,21.0,Western,,,
France,2015,495.7,5.3,9.925,1.1,106.0,44.8,2.22,29.2,26.1,20.6,Western,,0.07071067811865482,High
France,2016,495.7,5.2,9.825,0.9,105.0,44.2,2.22,29.3,26.0,20.9,Western,,0.10000000000000002,High
France,2017,495.7,5.2,9.75,2.1,103.0,44.5,2.2,28.8,23.5,21.4,Western,,0.6429100507328637,High
France,2018,493.7,5.1,9.85,1.6,103.0,47.0,2.2,28.5,22.0,21.9,Western,5.3,0.602771377334171,Mid
France,2019,493.7,5.0,9.825,2.0,105.0,48.2,2.2,29.2,20.7,22.4,Western,5.2,0.26457513110645914,Mid
France,2020,493.7,5.2,9.1,-7.4,104.0,49.4,2.27,29.2,21.5,22.4,Western,5.2,5.315386470740706,High
France,2021,493.7,5.1,9.25,6.9,101.0,50.3,2.21,29.3,18.9,23.5,Western,5.1,7.267048919609666,Mid
France,2022,478.3,5.0,9.375,2.7,97.0,50.4,2.22,29.8,17.3,23.5,Western,5.0,7.350056689123788,Mid
France,2023,478.3,5.0,9.55,1.4,99.0,51.9,2.18,29.7,17.2,22.8,Western,5.2,2.8746014216467177,Mid
France,2024,478.3,5.1,9.65,1.2,98.0,53.4,2.18,30.0,18.7,22.1,Western,5.1,0.8144527815247073,Mid
Germany,2014,,,,2.2,128.0,28.4,2.82,30.7,8.2,19.8,Western,,,
Germany,2015,508.0,4.2,10.42,1.7,126.0,29.6,2.88,30.1,7.7,19.7,Western,,0.353553390593274,Low
Germany,2016,508.0,4.1,10.2,2.2,126.0,30.5,2.88,29.5,7.5,20.0,Western,,0.288675134594813,Low
Germany,2017,508.0,4.1,10.36,2.8,126.0,31.3,2.99,29.1,7.2,20.1,Western,,0.55075705472861,Low
Germany,2018,500.3,4.2,10.42,1.1,125.0,32.3,3.05,31.1,6.6,20.8,Western,4.2,0.8621678104251707,Low
Germany,2019,500.3,4.3,10.68,1.0,122.0,33.3,3.11,29.7,6.1,21.2,Western,4.1,1.0115993936995675,Low
Germany,2020,500.3,4.6,10.08,-4.1,123.0,35.3,3.09,30.5,7.9,21.3,Western,4.1,2.973774257292125,Mid
Germany,2021,500.3,4.4,10.0,3.9,120.0,36.9,3.07,31.2,7.0,21.2,Western,4.2,4.0501028793517495,Low
Germany,2022,482.3,4.4,10.26,1.8,120.0,36.8,3.04,29.0,6.0,21.6,Western,4.3,4.147690120215508,Low
Germany,2023,482.3,4.5,10.62,-0.9,118.0,37.9,3.13,29.4,5.9,21.2,Western,4.6,2.4062418831031924,Low
Germany,2024,482.3,4.5,10.540000000000001,-0.5,116.0,39.9,3.13,29.5,6.5,20.5,Western,4.4,1.4571661996262923,Low
Greece,2014,,,,0.8,71.0,38.7,0.85,34.5,53.0,11.2,Southern,,,
Greece,2015,458.7,4.2,5.475,-0.2,69.0,40.1,0.97,34.2,50.3,11.2,Southern,,0.7071067811865476,Low
Greece,2016,458.7,4.0,5.825,0.0,67.0,41.0,1.01,34.3,48.2,11.4,Southern,,0.5291502622129182,Low
Greece,2017,458.7,3.9,5.775,1.5,67.0,42.5,1.15,33.4,44.5,12.0,Southern,,0.9291573243177569,Low
Greece,2018,453.3,4.1,6.175000000000001,2.1,66.0,42.8,1.21,32.3,41.2,11.3,Southern,4.2,1.0816653826391969,Low
Greece,2019,453.3,3.9,6.3,2.3,66.0,42.4,1.26,31.0,37.5,11.0,Southern,4.0,0.41633319989322687,Low
Greece,2020,453.3,4.4,5.575,-9.2,62.0,43.7,1.49,31.4,38.0,12.3,Southern,3.9,6.582552696332935,Low
Greece,2021,453.3,4.0,5.275,8.7,64.0,44.2,1.43,32.4,35.5,13.8,Southern,4.1,9.070281142279988,Low
Greece,2022,436.3,4.2,5.65,5.5,66.0,45.2,1.48,31.4,31.4,15.7,Southern,3.9,9.545854248485742,Low
Greece,2023,436.3,4.0,5.8999999999999995,2.1,68.0,44.5,1.5,31.8,26.7,15.9,Southern,4.4,3.3005050118630774,Low
Greece,2024,436.3,3.9,6.125,2.1,69.0,44.5,1.54,31.8,22.5,16.0,Southern,4.0,1.962990915244719,Low
Hungary,2014,,,,4.3,69.0,32.1,1.34,28.6,20.1,22.1,CEE,,,
Hungary,2015,474.7,5.2,9.625,3.7,70.0,32.1,1.34,28.2,17.1,22.3,CEE,,0.4242640687119283,High
Hungary,2016,474.7,4.9,10.7,2.4,69.0,30.4,1.18,28.2,12.7,19.6,CEE,,0.971253485622231,Mid
Hungary,2017,474.7,5.1,10.225000000000001,4.1,69.0,30.2,1.31,28.1,10.5,22.3,CEE,,0.8888194417315589,Mid
Hungary,2018,479.3,5.0,10.0,5.6,72.0,30.9,1.5,28.7,9.9,24.9,CEE,5.2,1.6010413278030435,Mid
Hungary,2019,479.3,4.7,9.4,5.1,73.0,30.9,1.46,26.8,11.4,27.1,CEE,4.9,0.763762615825973,Mid
Hungary,2020,479.3,4.7,8.55,-4.3,75.0,31.0,1.58,28.2,12.7,26.4,CEE,5.1,5.5770362499569,Mid
Hungary,2021,479.3,4.6,8.525,7.2,75.0,33.4,1.63,27.4,13.6,27.3,CEE,5.0,6.123996516437066,Mid
Hungary,2022,477.3,4.3,8.0,4.2,76.0,32.5,1.39,26.9,10.6,27.5,CEE,4.7,5.9651767227244274,Low
Hungary,2023,477.3,4.6,8.325,-0.8,76.0,30.1,1.38,28.6,12.8,25.6,CEE,4.7,4.041451884327381,Mid
Hungary,2024,477.3,4.9,9.475,0.7,76.0,32.3,1.31,28.0,15.2,23.2,CEE,4.6,2.5658007197234416,Mid
Ireland,2014,,,,9.4,141.0,53.4,1.48,31.0,23.4,20.2,Western,,,
Ireland,2015,509.3,3.2,8.966666666666667,24.6,185.0,54.0,1.14,29.7,20.2,24.3,Western,,10.748023074035524,Low
Ireland,2016,509.3,3.3,9.366666666666667,1.2,178.0,54.3,1.15,29.6,16.8,34.1,Western,,11.873219164714065,Low
Ireland,2017,509.3,3.1,7.375,10.1,187.0,54.7,1.21,30.6,14.4,32.5,Western,,11.811152921426991,Low
Ireland,2018,504.7,3.0,7.25,7.7,192.0,56.2,1.08,28.9,13.8,27.9,Western,3.2,4.604707735929976,Low
Ireland,2019,504.7,3.0,7.575,5.0,190.0,55.4,1.14,28.0,12.5,53.2,Western,3.3,2.551470164434621,Low
Ireland,2020,504.7,3.0,7.050000000000001,7.2,205.0,58.4,1.13,27.6,15.8,41.4,Western,3.1,1.436430761761029,Low
Ireland,2021,504.7,2.6,6.875,16.3,225.0,62.2,1.08,26.6,14.6,22.1,Western,3.0,5.990826320300066,Low
Ireland,2022,504.0,2.5,7.3,7.5,237.0,63.0,1.53,26.9,10.1,21.1,Western,3.0,5.169461609619841,Low
Ireland,2023,504.0,2.7,7.275,-2.5,218.0,62.7,1.54,27.4,10.7,24.9,Western,3.0,9.40638081304388,Low
Ireland,2024,504.0,2.7,,2.6,221.0,65.2,1.38,26.4,10.6,17.3,Western,2.6,5.00033332222297,Low
Italy,2014,,,,0.0,98.0,24.2,1.33,32.4,42.7,16.8,Southern,,,
Italy,2015,485.3,4.0,6.375,0.9,97.0,25.2,1.33,32.4,40.3,17.1,Southern,,0.6363961030678927,Low
Italy,2016,485.3,3.9,6.35,1.2,99.0,25.6,1.36,33.1,37.7,17.3,Southern,,0.6244997998398398,Low
Italy,2017,485.3,4.0,6.375,1.6,98.0,26.9,1.36,32.7,34.6,17.6,Southern,,0.3511884584284249,Low
Italy,2018,477.0,4.0,6.475,0.8,97.0,27.9,1.42,33.4,32.2,18.0,Southern,4.0,0.4000000000000002,Low
Italy,2019,477.0,4.0,6.55,0.4,96.0,27.9,1.46,32.8,29.2,18.1,Southern,3.9,0.6110100926607787,Low
Italy,2020,477.0,4.3,5.949999999999999,-8.9,93.0,28.6,1.5,32.5,29.8,18.2,Southern,4.0,5.488472768752099,Low
Italy,2021,477.0,4.2,5.875,8.9,96.0,28.3,1.41,32.9,29.7,20.8,Southern,4.0,8.902995750495073,Low
Italy,2022,476.7,4.0,5.875,4.8,98.0,29.2,1.37,32.7,23.7,21.8,Southern,4.0,9.32148056909416,Low
Italy,2023,476.7,3.9,5.925,0.9,98.0,30.6,1.37,31.5,22.7,22.7,Southern,4.3,4.000416644967537,Low
Italy,2024,476.7,4.0,6.475,0.8,98.0,31.6,1.38,32.2,20.3,21.5,Southern,4.2,2.281081614790081,Low
Latvia,2014,,,,2.1,61.0,39.4,0.71,35.5,19.6,23.6,CEE,,,
Latvia,2015,486.7,6.1,22.666666666666668,3.8,62.0,39.9,0.64,35.4,16.3,22.3,CEE,,1.2020815280171304,High
Latvia,2016,486.7,5.7,22.266666666666666,2.6,63.0,42.1,0.45,34.5,17.5,20.2,CEE,,0.8736894948054102,High
Latvia,2017,486.7,6.0,22.333333333333332,3.4,64.0,41.6,0.53,34.5,17.0,21.5,CEE,,0.6110100926607783,High
Latvia,2018,487.3,6.0,21.433333333333334,4.3,66.0,41.6,0.66,35.6,12.2,22.9,CEE,6.1,0.850490054811538,High
Latvia,2019,487.3,5.9,21.933333333333334,0.7,66.0,43.8,0.66,35.2,12.7,22.7,CEE,5.7,1.8734993995195193,High
Latvia,2020,487.3,6.0,20.733333333333334,-3.5,69.0,44.2,0.76,34.5,14.9,23.0,CEE,6.0,3.903844259188627,High
Latvia,2021,487.3,5.9,19.7,6.9,71.0,45.5,0.77,35.7,14.8,22.9,CEE,6.0,5.231953108862247,High
Latvia,2022,484.0,5.7,19.833333333333332,1.9,69.0,45.9,0.81,34.3,15.3,23.3,CEE,5.9,5.201281893277208,High
Latvia,2023,484.0,6.1,21.3,-0.9,70.0,45.1,0.82,34.0,12.3,24.0,CEE,6.0,3.9513710700633182,High
Latvia,2024,484.0,6.1,,0.0,68.0,45.0,0.92,34.2,13.6,22.2,CEE,5.9,1.4294521094927715,High
Lithuania,2014,,,,3.8,75.0,52.6,1.03,35.0,19.3,19.1,CEE,,,
Lithuania,2015,475.0,5.1,20.333333333333332,2.8,75.0,54.8,1.04,37.9,16.3,19.6,CEE,,0.7071067811865476,Mid
Lithuania,2016,475.0,4.8,20.166666666666668,2.7,75.0,54.9,0.84,37.0,14.5,19.9,CEE,,0.6082762530298219,Mid
Lithuania,2017,475.0,4.5,19.666666666666668,4.6,78.0,55.6,0.9,37.6,13.3,20.1,CEE,,1.0692676621563624,Low
Lithuania,2018,479.7,4.5,18.400000000000002,4.9,81.0,55.6,0.93,36.9,11.1,20.7,CEE,5.1,1.193035344544885,Low
Lithuania,2019,479.7,4.6,18.4,4.7,83.0,55.2,0.99,35.4,11.9,21.2,CEE,4.8,0.15275252316518884,Mid
Lithuania,2020,479.7,5.1,17.366666666666664,0.0,87.0,56.2,1.12,35.1,19.6,21.4,CEE,4.5,2.77308492477241,Mid
Lithuania,2021,479.7,4.7,17.8,6.4,88.0,57.5,1.1,35.4,14.3,22.5,CEE,4.5,3.3151168908501556,Mid
Lithuania,2022,477.0,4.9,18.433333333333334,2.5,87.0,58.2,1.06,36.2,11.9,22.4,CEE,4.6,3.225419869309008,Mid
Lithuania,2023,477.0,5.1,18.833333333333332,0.7,86.0,57.4,1.04,35.7,13.8,23.8,CEE,5.1,2.9137604568666933,Mid
Lithuania,2024,477.0,5.5,19.133333333333336,3.0,87.0,58.2,1.04,35.3,16.2,22.4,CEE,4.7,1.2096831541082722,High
Luxembourg,2014,,,,2.6,280.0,52.9,1.22,28.7,22.6,19.2,Western,,,
Luxembourg,2015,483.3,4.5,9.175,2.3,279.0,50.3,1.25,28.5,17.3,17.3,Western,,0.2121320343559646,Low
Luxembourg,2016,483.3,4.3,8.75,5.0,276.0,51.5,1.27,29.6,18.9,17.3,Western,,1.479864858694874,Low
Luxembourg,2017,483.3,4.4,8.925,1.3,266.0,51.3,1.24,29.2,15.4,17.8,Western,,1.9139836293274122,Low
Luxembourg,2018,476.7,4.7,8.925,1.6,258.0,53.7,1.17,31.3,14.2,16.2,Western,4.5,2.0550750189064466,Mid
Luxembourg,2019,476.7,4.8,9.325,2.7,249.0,56.1,1.18,32.3,17.0,18.0,Western,4.3,0.7371114795831997,Mid
Luxembourg,2020,476.7,5.0,8.9,-0.5,256.0,60.6,1.1,31.2,23.2,17.2,Western,4.4,1.625833119767627,Mid
Luxembourg,2021,476.7,4.6,9.175,6.9,263.0,62.6,1.03,29.6,16.9,18.1,Western,4.7,3.7112441759244748,Mid
Luxembourg,2022,475.3,4.7,8.975,-1.1,250.0,61.0,1.07,29.1,17.6,16.6,Western,4.8,4.455707949735186,Mid
Luxembourg,2023,475.3,5.0,9.225,0.1,248.0,60.2,1.06,30.6,18.8,16.1,Western,5.0,4.314317249963583,Mid
Luxembourg,2024,475.3,5.0,8.875,0.4,245.0,63.8,0.99,30.1,21.6,15.4,Western,4.6,0.7937253933193766,Mid
Malta,2014,,,,7.6,94.0,31.3,0.68,27.7,11.7,16.8,Southern,,,
Malta,2015,463.7,4.7,8.233333333333334,9.6,99.0,31.9,0.7,28.1,11.6,23.7,Southern,,1.4142135623730951,Mid
Malta,2016,463.7,4.7,8.766666666666666,4.1,100.0,34.3,0.54,28.6,10.7,21.3,Southern,,2.7838821814150108,Mid
Malta,2017,463.7,4.1,8.433333333333332,13.0,106.0,34.9,0.53,28.2,10.6,18.7,Southern,,4.491102314577124,Low
Malta,2018,459.0,4.4,8.466666666666667,7.2,107.0,40.2,0.55,28.7,9.4,19.1,Southern,4.7,4.517742799230607,Low
Malta,2019,459.0,4.5,8.700000000000001,4.1,106.0,41.0,0.55,28.0,10.1,20.1,Southern,4.7,4.517742799230607,Low
Malta,2020,459.0,4.9,7.8,-3.5,105.0,40.2,0.6,30.3,11.5,19.9,Southern,4.1,5.505451843400325,Mid
Malta,2021,459.0,4.6,7.833333333333333,13.4,109.0,42.9,0.6,31.2,9.9,22.3,Southern,4.4,8.4642384969549,Mid
Malta,2022,459.0,4.5,7.8,2.6,103.0,42.5,0.58,31.1,9.0,24.9,Southern,4.5,8.558231904624538,Low
Malta,2023,459.0,4.1,7.7,10.6,109.0,46.2,0.58,33.0,9.2,19.1,Southern,4.9,5.6047598818623205,Low
Malta,2024,459.0,4.7,8.433333333333332,6.2,110.0,47.1,0.54,30.8,9.2,18.5,Southern,4.6,4.006661120351125,Mid
Netherlands,2014,,,,1.6,133.0,44.3,2.15,26.2,13.8,17.4,Western,,,
